HomeTeam,AwayTeam,FTR,HomeGoals,AwayGoals,StandingDiff,HomeWins,AwayWins,AvgHomeGoals,AvgAwayGoals,AvgHomeShots,AvgAwayShots,AvgHomeShotsOnTarget,AvgAwayShotsOnTarget,AvgHomeCorners,AvgAwayCorners,AvgHomeGoalsConceded,AvgAwayGoalsConceded,AvgHomeShotsConceded,AvgAwayShotsConceded,Year,Day
27,18,1,0,0,11,40.0,40.0,1.0,1.4,10.2,15.0,3.6,9.0,4.2,6.2,1.6,1.4,12.4,10.8,2013,14
28,0,0,1,3,13,20.0,100.0,0.6,1.6,11.2,12.2,4.6,6.8,4.0,5.2,0.8,0.4,9.8,12.0,2013,14
30,22,2,2,0,-6,80.0,20.0,1.6,0.8,15.8,8.8,9.2,4.2,7.6,4.2,0.6,1.6,8.6,10.6,2013,14
26,33,1,0,0,4,20.0,0.0,1.0,0.4,14.4,7.6,7.2,3.4,5.8,3.0,1.4,1.0,7.8,17.8,2013,15
29,17,1,2,2,2,0.0,80.0,0.4,2.4,13.6,15.6,5.6,10.4,6.2,6.8,1.8,0.4,10.6,9.8,2013,16
9,12,2,2,0,-9,80.0,40.0,2.0,1.0,18.6,6.0,8.0,2.8,5.0,2.0,0.8,0.6,10.8,19.0,2013,21
17,26,0,0,1,-7,60.0,20.0,1.0,0.4,20.4,10.4,11.2,5.0,7.8,6.0,0.4,0.6,10.0,10.4,2013,21
22,1,0,0,1,-4,60.0,40.0,2.0,1.6,12.4,8.2,5.4,4.0,6.6,3.0,1.0,1.8,12.8,12.4,2013,21
32,28,2,3,0,-9,0.0,20.0,1.6,1.2,12.2,7.8,5.0,4.0,6.2,4.4,2.4,2.2,10.8,18.0,2013,21
33,11,0,2,3,4,60.0,0.0,1.6,0.6,14.8,13.4,6.0,5.4,4.6,6.4,0.6,1.0,14.6,11.2,2013,21
0,27,2,3,1,-9,40.0,40.0,1.4,1.0,15.2,10.8,8.0,4.6,5.8,5.0,1.0,0.6,10.6,17.0,2013,22
18,19,2,4,1,1,80.0,20.0,2.2,2.4,16.2,12.4,8.2,6.6,7.4,4.6,0.8,2.0,10.6,14.2,2013,22
1,18,2,3,2,13,20.0,20.0,1.8,1.0,14.4,15.2,6.6,8.6,6.0,6.2,1.4,1.2,9.6,9.8,2013,28
19,32,0,1,2,-7,60.0,20.0,1.4,0.8,13.6,11.6,5.6,6.2,5.6,4.4,0.4,1.2,8.0,16.4,2013,28
29,0,0,1,2,5,0.0,100.0,0.6,1.8,14.8,12.8,6.6,6.8,5.8,5.8,1.8,0.4,11.2,12.2,2013,28
30,9,1,1,1,2,100.0,40.0,1.6,1.0,16.6,13.0,8.6,5.8,7.8,5.4,0.2,0.8,7.6,13.8,2013,28
27,22,0,0,1,2,40.0,20.0,0.8,0.8,11.2,7.8,3.8,3.4,3.8,3.8,1.0,1.8,12.2,12.6,2013,29
28,17,0,1,3,10,20.0,60.0,0.8,2.4,12.8,14.8,4.2,9.0,4.6,6.6,1.2,0.6,10.6,11.2,2013,29
11,21,2,3,2,-10,80.0,40.0,1.2,1.0,17.4,10.6,9.2,5.6,8.6,2.0,0.0,1.4,10.0,11.0,2013,30
12,27,2,1,0,-1,0.0,20.0,1.2,0.8,13.0,10.4,7.0,4.4,5.2,5.4,2.6,1.2,18.4,15.2,2013,5
18,11,2,3,1,-4,80.0,20.0,2.6,1.2,16.6,13.8,7.2,5.2,7.2,5.4,0.8,1.2,11.6,11.4,2013,5
28,19,0,1,2,16,0.0,20.0,0.8,2.2,15.8,12.2,4.4,5.4,6.0,4.4,1.8,2.4,12.0,15.8,2013,5
22,9,0,1,3,8,40.0,40.0,1.6,0.8,11.0,13.4,3.8,5.6,6.4,5.4,1.0,0.6,13.2,11.6,2013,6
26,29,2,2,0,5,20.0,60.0,0.8,1.6,14.2,9.8,5.0,4.8,6.6,4.4,1.0,1.0,8.0,13.6,2013,6
30,33,0,0,3,-5,80.0,0.0,1.2,0.2,16.8,9.2,7.8,3.0,7.8,3.8,0.2,1.0,7.6,15.8,2013,6
32,0,1,1,1,4,20.0,100.0,2.0,2.0,13.2,12.8,5.0,6.2,4.2,5.8,2.2,0.6,10.2,12.8,2013,6
0,22,2,4,1,-7,60.0,40.0,2.0,0.8,16.4,8.4,8.4,3.0,5.4,3.8,1.2,1.2,10.4,12.2,2013,19
19,26,1,1,1,-13,40.0,40.0,1.0,0.6,14.4,11.0,5.8,5.4,5.6,6.8,0.8,0.6,8.8,9.6,2013,19
21,17,1,2,2,9,20.0,80.0,0.6,3.0,13.4,12.6,2.8,7.2,6.0,6.4,2.0,0.8,8.2,14.4,2013,19
27,32,1,0,0,5,40.0,20.0,0.8,0.6,10.2,11.8,3.2,5.2,4.6,4.8,0.8,1.4,12.0,16.0,2013,19
29,28,2,4,0,-8,0.0,0.0,0.8,0.6,14.0,7.6,5.8,2.6,5.2,3.8,2.2,2.8,11.4,17.6,2013,19
33,18,0,1,3,8,40.0,20.0,1.6,1.2,13.2,17.0,4.0,8.6,5.0,7.8,1.2,1.2,13.0,9.2,2013,19
1,30,0,0,2,10,40.0,60.0,2.2,1.2,13.0,19.2,6.0,7.8,4.8,8.2,1.6,0.8,12.0,8.8,2013,20
1,11,0,0,2,9,20.0,20.0,1.0,1.4,12.4,12.8,3.4,5.2,4.8,4.6,1.8,1.8,13.2,10.6,2013,26
17,32,2,4,1,-1,80.0,20.0,1.2,0.6,17.2,10.2,9.6,4.0,9.0,4.4,0.4,1.2,10.6,13.6,2013,26
19,27,2,3,2,-12,40.0,20.0,1.2,0.6,14.8,11.4,6.0,3.6,6.0,5.2,0.8,1.2,9.4,14.2,2013,26
26,12,2,2,0,2,40.0,60.0,1.2,1.6,13.4,5.8,5.0,3.2,6.6,2.6,0.4,0.8,9.2,20.6,2013,26
9,18,2,2,1,1,100.0,40.0,2.4,1.8,20.6,17.8,7.0,8.8,6.4,8.0,0.6,1.4,9.4,10.0,2013,27
28,21,2,2,1,1,0.0,60.0,0.8,1.6,14.2,13.4,3.4,6.4,5.8,1.8,2.0,2.0,12.4,12.8,2013,27
29,33,1,0,0,-1,20.0,20.0,1.6,0.6,15.4,10.6,6.8,2.8,5.8,4.4,2.2,0.6,10.2,15.4,2013,27
0,17,2,2,0,-3,80.0,60.0,2.6,2.2,16.6,15.0,8.0,6.6,6.0,7.6,1.2,1.2,10.8,16.2,2013,2
12,19,0,1,3,11,20.0,40.0,1.0,2.4,11.2,12.8,4.8,5.6,6.0,4.8,1.8,2.4,17.6,13.2,2013,2
18,22,2,7,0,-9,80.0,40.0,3.0,1.0,14.8,9.8,6.6,4.2,7.6,3.4,1.0,1.8,8.8,13.8,2013,2
21,9,2,2,0,13,20.0,40.0,1.0,1.2,15.2,14.8,3.4,6.0,5.6,5.2,1.2,0.8,10.6,12.4,2013,2
27,26,1,1,1,-1,20.0,40.0,0.6,0.8,9.6,12.6,3.0,5.6,4.8,6.6,0.8,0.6,13.4,10.6,2013,2
33,1,1,0,0,-5,40.0,40.0,1.8,1.4,13.6,11.0,3.8,3.4,4.6,3.6,1.8,1.0,14.0,12.2,2013,2
11,30,1,0,0,1,80.0,80.0,1.6,1.2,17.6,19.2,7.8,7.8,5.8,8.6,0.6,0.4,12.0,8.8,2013,3
1,8,2,2,0,-3,20.0,20.0,0.8,0.8,12.8,12.6,2.6,2.8,5.2,5.2,1.8,1.6,14.0,19.2,2013,9
9,32,1,2,2,-5,100.0,20.0,2.4,0.8,19.0,11.6,5.8,3.6,5.6,5.8,0.6,1.2,9.2,15.0,2013,9
10,11,1,0,0,12,20.0,40.0,0.8,1.6,11.6,12.6,3.6,4.2,4.8,5.0,2.0,1.4,12.2,9.4,2013,9
17,12,2,4,0,-5,80.0,40.0,1.8,1.0,15.4,4.4,7.0,2.0,6.8,3.2,0.6,1.2,11.6,20.8,2013,9
22,33,2,3,1,1,20.0,20.0,0.8,0.6,16.0,12.2,4.0,3.2,7.0,5.4,1.2,0.2,14.8,12.8,2013,9
26,14,2,4,1,-4,60.0,20.0,1.4,0.8,15.2,9.0,4.8,2.8,8.0,3.8,0.2,1.8,8.0,15.6,2013,9
19,0,2,1,0,-3,40.0,80.0,1.4,2.2,15.4,13.2,5.2,5.2,7.0,4.6,1.0,0.8,10.4,13.6,2013,10
28,18,2,1,0,15,20.0,20.0,1.0,1.6,14.8,15.4,3.2,6.0,6.2,7.2,2.0,1.8,12.6,10.2,2013,10
29,27,1,3,3,-4,20.0,20.0,1.6,0.8,13.6,12.0,5.6,4.0,6.0,4.8,1.6,1.6,11.6,15.8,2013,10
30,21,0,0,1,-11,60.0,40.0,1.0,1.4,16.6,14.6,5.2,5.8,6.4,2.0,0.8,2.2,9.6,12.8,2013,10
0,26,2,2,0,-10,80.0,40.0,2.2,0.8,15.2,11.6,7.0,4.0,5.2,5.6,1.0,0.6,11.2,11.4,2013,23
11,17,1,3,3,-1,60.0,40.0,1.2,1.6,14.6,13.4,5.4,4.6,5.8,7.0,0.6,1.4,13.8,16.6,2013,23
12,29,0,1,2,3,20.0,40.0,1.0,0.8,12.2,12.2,4.4,5.2,5.4,4.0,1.8,0.8,15.6,11.8,2013,23
14,10,0,0,1,0,60.0,0.0,0.8,0.4,12.8,9.8,2.2,2.2,4.8,1.8,0.2,2.2,13.6,13.4,2013,23
21,22,2,2,1,5,40.0,20.0,1.4,0.4,16.8,8.8,4.6,3.0,5.4,2.6,1.0,2.8,11.4,16.8,2013,23
27,28,2,2,0,-4,20.0,0.0,0.6,0.4,10.2,8.0,3.0,1.4,5.4,3.6,0.6,2.4,10.8,17.2,2013,23
33,9,0,0,3,7,20.0,20.0,1.0,0.8,12.8,15.2,2.2,4.8,4.4,5.4,1.4,1.0,12.2,13.0,2013,23
8,19,1,2,2,17,40.0,60.0,1.0,2.0,7.2,12.4,2.4,4.8,3.6,4.6,1.0,1.6,17.6,13.2,2013,24
18,30,2,6,0,-3,100.0,60.0,4.0,0.8,17.8,17.8,7.4,6.0,8.2,7.2,0.4,0.2,7.8,9.2,2013,24
32,1,1,2,2,-7,40.0,40.0,1.2,1.0,11.0,11.6,2.8,3.4,5.4,3.4,0.8,0.6,10.4,13.2,2013,25
1,28,1,0,0,-2,40.0,0.0,1.2,0.2,12.8,8.6,3.2,1.4,4.6,4.6,1.6,2.6,14.6,17.2,2013,30
8,0,0,0,3,14,20.0,60.0,0.8,1.6,8.2,11.6,2.0,4.2,3.4,4.2,1.0,0.8,17.6,11.4,2013,30
11,27,2,4,0,-7,60.0,20.0,1.8,1.4,13.8,11.2,6.2,3.8,4.8,4.2,1.2,2.0,14.6,14.0,2013,30
21,32,2,2,1,8,60.0,20.0,1.8,1.2,17.8,12.4,5.6,3.8,5.6,6.4,1.2,1.6,12.2,14.0,2013,30
22,10,2,1,0,-7,40.0,20.0,1.0,0.4,17.4,8.8,4.8,1.6,6.6,2.6,1.0,1.8,13.4,13.6,2013,30
33,12,2,3,0,-2,0.0,20.0,0.6,0.8,10.8,4.2,1.6,2.0,5.2,3.6,2.0,2.0,13.8,23.2,2013,30
9,26,2,3,1,-11,80.0,20.0,2.4,0.6,18.0,12.2,6.2,4.4,6.4,5.2,1.0,1.0,10.0,11.0,2013,1
14,17,2,3,1,11,40.0,20.0,0.6,2.0,14.6,14.6,2.4,5.4,6.8,8.0,0.4,2.0,12.8,16.8,2013,1
18,29,2,3,0,-7,100.0,60.0,4.4,1.2,16.8,15.0,7.2,5.2,7.4,5.0,0.4,0.8,9.4,9.8,2013,1
30,19,1,2,2,4,40.0,40.0,0.8,1.6,19.0,12.6,7.0,4.4,7.0,5.4,1.0,1.8,9.8,12.6,2013,1
10,33,2,1,0,8,20.0,20.0,0.8,0.8,12.4,13.4,3.4,3.8,5.0,5.0,1.8,0.8,11.8,12.6,2013,3
0,14,2,2,0,-14,100.0,20.0,2.4,1.0,13.8,9.6,7.0,2.8,5.4,4.6,0.4,2.2,11.4,14.2,2013,4
12,30,0,1,2,7,20.0,40.0,1.0,0.6,10.8,17.0,3.6,6.6,6.8,7.2,1.6,1.4,16.2,11.2,2013,4
17,22,2,5,1,-4,80.0,20.0,2.4,0.6,16.6,8.2,6.8,2.6,6.2,2.6,0.6,3.0,10.4,19.8,2013,4
19,11,0,0,1,-5,60.0,40.0,1.6,1.2,13.8,11.8,5.0,3.4,7.2,4.8,1.0,1.0,10.8,9.6,2013,4
26,1,0,2,3,-1,80.0,20.0,2.0,0.8,14.8,12.8,5.0,4.0,8.2,3.2,0.2,0.8,8.4,12.2,2013,4
27,8,1,0,0,-5,20.0,20.0,0.6,0.8,10.8,11.8,3.0,3.0,4.6,5.2,0.4,1.6,10.2,19.0,2013,4
28,9,0,3,4,14,40.0,40.0,1.2,1.4,11.8,17.6,3.0,5.6,5.0,6.0,1.8,1.0,16.4,12.0,2013,4
29,21,2,3,0,-7,20.0,60.0,2.0,1.6,13.6,15.2,5.6,6.4,7.4,2.6,1.4,1.4,9.8,15.0,2013,4
32,18,0,2,3,6,40.0,20.0,1.6,1.2,11.0,17.0,3.4,5.8,5.4,8.4,1.0,1.4,12.0,9.4,2013,4
10,8,2,2,0,0,20.0,20.0,0.4,0.6,11.0,12.6,3.2,3.2,4.4,5.8,1.6,1.4,12.0,18.8,2013,7
17,33,2,4,1,-3,80.0,20.0,3.2,0.8,20.2,14.4,8.2,4.0,6.6,5.0,0.8,1.0,11.2,11.6,2013,7
19,21,0,0,1,-15,40.0,40.0,1.2,1.2,13.6,14.6,4.8,5.4,6.6,2.4,1.2,1.8,13.0,15.6,2013,7
26,18,1,1,1,12,80.0,40.0,2.4,1.8,16.0,18.0,5.8,6.2,7.8,8.2,0.8,1.8,8.4,9.6,2013,7
27,9,2,3,2,10,20.0,60.0,0.6,2.2,12.0,17.0,2.8,5.6,4.6,5.6,0.4,1.4,11.0,12.2,2013,7
28,30,0,1,2,12,40.0,60.0,1.6,1.0,10.8,17.8,3.2,6.8,5.0,7.4,2.0,1.4,17.4,12.0,2013,7
32,22,0,0,2,-3,40.0,20.0,2.0,0.8,11.4,10.2,3.4,3.4,5.6,2.4,1.2,3.6,12.6,20.8,2013,7
0,11,1,1,1,-2,100.0,60.0,2.6,1.4,15.4,12.2,7.4,3.6,7.0,4.6,0.4,1.0,10.0,12.4,2013,8
12,1,2,2,0,-3,20.0,40.0,1.0,1.2,11.6,12.6,4.4,4.0,7.8,3.2,1.8,0.8,17.4,13.4,2013,8
29,14,1,1,1,-9,40.0,20.0,2.2,1.0,12.8,9.6,5.0,2.8,7.8,4.0,1.0,2.2,10.2,15.8,2013,9
8,32,2,1,0,10,20.0,20.0,0.8,1.2,9.4,12.8,2.6,3.2,3.2,6.0,1.6,1.8,18.0,14.4,2013,14
9,10,2,2,1,-15,80.0,20.0,2.6,0.4,18.2,10.6,7.0,2.2,7.8,3.2,1.0,1.6,10.4,11.8,2013,14
11,12,2,4,1,-6,60.0,20.0,2.4,0.8,16.0,5.6,7.6,1.6,5.6,3.8,1.2,2.4,11.0,23.0,2013,14
14,27,1,0,0,5,60.0,0.0,1.0,1.2,13.4,9.0,2.2,3.4,6.0,4.0,0.4,2.8,12.6,16.6,2013,14
18,0,2,6,3,-2,100.0,60.0,4.6,1.6,18.8,11.8,7.4,4.2,7.0,3.4,0.4,0.6,9.8,10.0,2013,14
21,26,1,1,1,2,60.0,20.0,2.0,0.8,15.8,11.8,5.0,4.2,3.6,5.0,1.4,1.4,14.4,11.2,2013,14
33,28,1,0,0,-7,20.0,0.0,1.2,0.0,13.6,8.0,4.0,1.2,5.8,4.6,1.8,2.0,12.8,16.4,2013,14
1,19,0,0,3,14,40.0,40.0,1.0,2.0,13.4,12.2,3.8,4.2,5.2,5.4,1.2,2.0,12.6,12.6,2013,15
22,29,1,1,1,2,40.0,40.0,1.0,0.8,16.4,14.4,4.6,5.2,6.6,5.2,1.0,1.4,13.8,12.2,2013,15
30,17,0,0,5,-2,20.0,20.0,0.8,1.8,16.4,14.0,6.4,5.2,6.8,7.8,1.4,2.2,10.6,15.8,2013,15
10,21,0,0,3,2,40.0,60.0,0.8,1.0,13.0,13.4,4.0,4.8,4.8,3.0,1.2,1.2,11.0,13.6,2013,21
12,18,0,2,4,10,40.0,40.0,1.2,1.6,14.2,16.6,5.4,5.4,6.4,6.4,1.4,1.4,15.0,11.0,2013,21
17,8,2,3,1,-11,100.0,0.0,4.0,0.2,24.6,10.2,9.0,2.8,7.0,4.4,0.8,1.6,10.4,20.8,2013,21
19,33,2,3,1,-9,40.0,20.0,1.0,1.0,12.4,12.4,4.4,3.2,6.4,4.6,1.0,1.6,12.4,16.2,2013,21
27,1,2,2,1,-2,40.0,20.0,1.2,1.0,12.2,11.4,3.2,3.6,4.2,3.8,0.6,1.2,12.4,15.4,2013,21
28,22,1,0,0,6,40.0,20.0,1.6,1.0,8.4,10.2,3.0,3.4,3.8,2.4,1.8,3.6,18.8,24.4,2013,21
32,14,1,1,1,-10,20.0,0.0,1.4,0.6,14.0,9.0,5.0,2.2,6.6,3.6,1.6,2.0,12.8,15.0,2013,21
26,30,0,2,3,9,60.0,60.0,2.2,1.2,16.6,16.4,6.0,5.4,7.2,7.0,1.0,1.6,9.4,13.0,2013,22
29,11,0,1,2,3,40.0,40.0,2.2,1.0,13.0,12.6,4.8,3.6,9.4,4.0,0.8,0.8,10.0,12.8,2013,22
0,9,1,0,0,1,80.0,60.0,2.2,2.4,14.4,17.8,6.8,5.8,6.4,5.0,0.4,1.8,10.6,11.6,2013,23
1,10,0,0,1,-3,20.0,20.0,0.4,0.6,15.2,11.0,4.2,3.2,5.4,3.0,1.4,1.6,11.4,12.6,2013,26
8,26,0,0,3,4,40.0,0.0,1.0,0.8,10.4,11.0,3.2,3.4,4.4,4.4,1.4,1.6,14.6,12.4,2013,26
9,29,2,1,0,-6,80.0,20.0,2.6,0.6,16.2,13.4,6.4,4.2,5.8,4.8,1.2,1.6,11.6,13.6,2013,26
11,28,0,0,1,-11,60.0,0.0,2.6,0.0,16.8,10.4,7.6,2.4,7.8,5.2,1.0,1.4,11.2,16.0,2013,26
14,19,0,2,3,17,40.0,60.0,0.8,2.4,14.2,12.2,2.6,4.6,6.2,5.4,0.4,1.2,11.2,12.4,2013,26
18,17,2,2,1,-5,100.0,20.0,5.0,2.2,19.6,15.2,7.8,6.0,7.0,8.0,0.8,2.0,9.4,13.0,2013,26
21,27,2,5,1,3,60.0,0.0,1.8,1.0,16.0,9.4,5.6,3.2,5.2,3.6,1.0,2.2,13.6,16.0,2013,26
22,12,0,1,2,-1,40.0,20.0,1.2,1.0,17.2,8.0,5.0,2.0,6.8,3.6,1.0,2.8,12.6,22.2,2013,26
30,32,1,1,1,-3,20.0,0.0,0.6,0.8,15.8,12.8,5.6,2.8,6.4,5.6,2.2,1.8,12.6,13.8,2013,26
33,0,0,1,3,6,20.0,40.0,0.8,1.8,14.0,12.2,4.2,4.6,5.2,4.4,1.2,1.6,14.6,12.4,2013,26
1,29,1,1,1,6,20.0,20.0,0.4,0.6,14.2,11.6,4.6,3.0,6.0,5.4,1.2,1.4,11.2,15.0,2013,28
8,28,1,2,2,1,40.0,20.0,0.8,0.2,10.6,11.8,2.8,3.4,5.0,5.2,1.6,0.6,12.8,18.4,2013,28
14,12,2,6,0,6,40.0,20.0,1.2,0.6,16.4,9.2,3.4,2.2,6.0,3.0,1.0,2.8,10.2,21.8,2013,28
18,10,2,1,0,-16,100.0,40.0,4.8,0.6,21.2,11.2,7.8,4.2,6.8,3.4,0.8,1.0,10.6,12.0,2013,28
22,19,0,0,1,10,40.0,60.0,1.2,2.6,16.8,12.2,5.0,4.2,7.0,5.6,0.8,1.4,11.2,14.6,2013,28
33,32,1,3,3,2,20.0,0.0,0.8,1.0,14.2,11.8,4.8,2.6,4.2,4.8,1.2,2.0,17.2,16.0,2013,28
9,17,2,2,1,-4,80.0,20.0,2.0,2.0,16.0,13.0,6.4,5.6,7.2,6.6,1.0,2.0,10.6,14.2,2013,29
11,26,2,2,1,-8,40.0,20.0,2.2,1.2,19.2,9.6,8.2,3.2,9.0,4.2,1.0,1.4,12.0,11.8,2013,29
21,0,0,0,1,12,80.0,60.0,2.4,2.2,18.6,15.2,6.4,5.2,6.2,6.0,0.8,1.6,11.2,12.4,2013,29
30,27,2,3,0,-8,20.0,0.0,0.8,1.2,17.0,8.4,5.4,3.2,7.6,3.0,1.8,3.0,10.8,19.6,2013,29
0,8,2,2,0,-14,60.0,0.0,1.4,0.2,11.8,9.6,5.0,2.8,6.0,3.6,0.2,1.4,10.8,22.2,2014,1
10,22,1,1,1,7,40.0,20.0,0.6,0.8,12.0,10.6,4.0,3.2,4.4,3.6,1.0,2.8,11.8,24.0,2014,1
12,33,2,2,1,2,20.0,0.0,1.4,0.6,14.8,10.0,6.0,2.4,5.8,3.6,2.2,2.2,15.2,17.6,2014,1
17,14,2,2,0,-11,100.0,0.0,4.0,0.6,27.4,8.4,9.0,2.6,6.6,2.6,0.8,1.8,10.2,15.0,2014,1
19,30,0,1,2,-4,60.0,60.0,1.4,1.4,14.2,16.4,5.0,4.8,7.2,6.6,1.0,2.0,9.6,12.4,2014,1
26,9,0,0,3,11,40.0,40.0,2.2,1.8,16.6,16.0,6.2,5.0,6.2,5.0,1.6,1.6,8.6,10.2,2014,1
27,11,1,1,1,7,60.0,60.0,1.6,1.2,12.8,14.2,3.0,4.0,4.2,5.4,0.8,0.4,12.8,13.0,2014,1
28,1,0,0,1,2,40.0,20.0,1.4,1.2,10.8,10.6,3.4,3.6,4.2,3.8,1.4,1.6,19.0,16.6,2014,1
29,18,0,2,3,7,20.0,40.0,1.6,1.8,12.8,16.8,4.2,5.6,8.8,6.2,1.2,1.6,11.6,11.2,2014,1
32,21,2,1,0,-8,20.0,60.0,1.4,1.2,14.4,12.0,4.8,4.0,7.2,3.8,1.6,1.0,11.2,13.8,2014,1
8,33,0,0,2,8,20.0,0.0,1.0,0.8,12.0,9.2,3.6,2.2,5.0,3.2,2.0,2.6,15.0,21.6,2014,11
11,22,2,2,0,-5,60.0,20.0,2.6,1.0,19.4,10.8,8.8,4.0,8.0,3.8,1.2,1.6,11.2,21.2,2014,11
12,28,0,1,4,-5,40.0,20.0,1.6,0.6,17.8,14.2,7.0,5.0,7.4,6.0,1.8,0.8,15.4,16.6,2014,11
14,9,0,0,2,15,40.0,60.0,2.2,2.4,15.6,15.6,5.6,5.6,6.4,5.0,1.0,1.2,9.4,9.6,2014,11
19,29,2,2,0,-8,40.0,20.0,1.0,0.8,13.6,13.0,5.2,3.0,7.4,6.4,1.0,1.4,9.4,14.6,2014,11
26,32,2,1,0,6,20.0,0.0,1.8,1.4,15.0,13.2,5.4,3.4,5.4,4.0,2.2,1.8,10.6,15.6,2014,11
30,10,2,2,0,-13,20.0,40.0,1.2,0.6,18.0,10.6,5.6,4.2,7.6,3.8,1.8,0.8,9.2,14.8,2014,11
21,18,0,0,2,14,60.0,60.0,2.0,2.2,17.8,16.6,5.4,5.2,6.4,6.2,1.0,1.6,10.8,11.8,2014,12
27,17,0,3,5,6,60.0,20.0,1.6,2.2,13.0,12.2,3.2,5.6,3.6,6.0,0.8,2.0,14.0,14.0,2014,12
1,0,0,1,2,11,20.0,60.0,0.6,2.0,12.8,15.4,4.6,5.4,4.8,5.6,1.0,1.6,11.6,12.0,2014,13
0,12,2,2,0,-8,60.0,20.0,1.4,0.6,15.0,10.0,4.8,2.6,7.8,2.6,0.2,3.6,10.0,22.0,2014,18
10,27,2,1,0,5,40.0,0.0,0.8,0.8,12.0,6.8,4.0,2.4,5.4,2.8,0.8,3.0,11.4,19.8,2014,18
17,1,1,2,2,-8,100.0,40.0,3.6,1.4,27.2,11.6,8.8,4.2,6.6,4.0,0.6,1.6,9.2,16.6,2014,18
18,8,2,4,2,-16,100.0,0.0,3.6,0.2,20.4,10.0,6.8,2.4,7.2,3.6,0.8,1.8,11.0,21.6,2014,18
22,14,2,1,0,-7,40.0,0.0,1.2,0.6,13.6,8.4,3.8,1.8,6.0,2.6,1.0,2.0,11.4,15.4,2014,18
28,26,1,2,2,3,20.0,20.0,1.0,1.2,12.6,10.0,2.8,3.2,5.2,3.8,1.4,1.6,18.4,11.8,2014,18
33,21,0,1,3,-6,20.0,60.0,1.4,1.0,14.0,10.6,5.2,3.8,4.4,4.0,1.8,0.8,20.0,14.8,2014,18
9,19,2,3,1,2,80.0,60.0,2.0,2.2,15.8,11.6,6.6,4.0,7.4,5.4,1.0,1.2,9.2,14.6,2014,19
29,30,0,1,3,4,20.0,80.0,2.0,1.8,13.8,15.0,4.0,4.4,8.6,6.2,1.8,2.2,11.4,14.0,2014,19
32,11,1,1,1,2,20.0,40.0,1.2,1.0,15.2,14.4,4.8,4.0,5.8,5.2,1.6,0.6,10.6,12.2,2014,20
10,14,2,1,0,0,60.0,0.0,1.0,0.4,12.6,8.4,4.8,1.4,5.4,3.2,0.8,1.4,11.8,17.4,2014,28
17,11,2,4,0,1,80.0,40.0,3.2,1.2,23.6,14.0,8.0,4.4,5.2,4.2,1.0,0.8,10.8,13.2,2014,28
19,8,2,2,0,-17,40.0,0.0,1.2,0.6,15.8,9.8,5.8,3.2,7.0,4.4,1.0,2.2,10.0,23.0,2014,28
22,21,1,0,0,-5,40.0,60.0,0.8,1.4,15.6,12.8,3.4,4.8,7.2,3.8,0.8,1.0,11.0,10.8,2014,28
26,0,1,2,2,10,20.0,80.0,1.2,2.4,15.6,15.0,5.0,5.8,5.0,5.4,2.0,1.6,9.4,13.2,2014,28
29,12,2,2,0,-3,20.0,20.0,1.6,0.6,13.0,10.8,3.4,2.8,7.4,2.8,1.8,3.2,12.4,20.0,2014,28
1,32,2,4,3,7,0.0,0.0,0.4,1.0,11.6,11.8,4.4,3.2,4.4,4.0,1.4,1.6,11.6,15.8,2014,29
9,33,1,0,0,-7,100.0,20.0,2.2,1.0,15.0,8.8,6.4,2.0,6.6,4.2,0.8,2.0,9.0,22.4,2014,29
28,27,2,1,0,4,0.0,0.0,1.2,0.2,13.6,9.0,3.4,2.2,6.0,2.8,1.8,2.6,17.0,18.8,2014,29
30,18,0,1,5,3,40.0,80.0,1.6,2.6,13.8,14.6,3.6,5.6,6.4,4.6,1.6,1.4,10.4,13.4,2014,29
8,22,2,2,1,7,20.0,20.0,0.6,0.8,13.0,11.2,4.2,4.2,6.2,3.8,2.0,1.6,13.8,21.6,2014,1
11,1,2,2,1,-9,80.0,40.0,2.4,1.4,20.4,11.0,7.4,3.4,8.8,4.2,0.6,1.6,11.4,17.2,2014,1
12,26,0,0,3,-2,40.0,20.0,1.6,1.6,19.4,11.4,7.4,4.0,7.8,4.0,2.2,1.6,13.2,12.0,2014,1
14,30,1,1,1,13,40.0,100.0,2.2,2.4,14.6,14.6,5.6,4.4,4.4,5.2,1.2,1.2,10.4,13.6,2014,1
21,28,0,0,3,-1,40.0,40.0,1.6,1.4,16.2,14.0,5.4,5.6,6.2,5.8,1.2,0.6,11.6,16.6,2014,1
27,19,2,2,1,12,40.0,60.0,1.8,2.0,12.2,10.4,3.0,3.8,5.2,4.6,1.8,1.4,14.4,14.4,2014,1
33,29,2,2,0,1,20.0,0.0,1.6,0.4,14.6,11.4,5.4,2.4,3.6,5.8,1.8,1.6,19.8,16.0,2014,1
0,10,2,2,0,-14,60.0,20.0,1.4,0.4,17.6,11.6,5.6,4.2,7.6,5.2,0.2,1.2,9.6,13.8,2014,2
32,17,1,1,1,1,20.0,40.0,1.0,2.6,15.8,12.6,5.2,6.4,5.8,5.0,1.4,2.0,10.2,13.0,2014,2
18,9,0,0,1,-1,100.0,60.0,3.2,2.2,22.2,14.4,6.6,5.0,8.4,5.6,1.2,1.2,9.8,10.0,2014,3
